title,artist,year,Predicted_Genre,True_Genre,Confidence,Is_Correct,file_path,aug
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017,EDM,EDM,0.4708189,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/NGLxoKOvzu4 - Jason Derulo - Swalla (feat. Nicki Minaj & Ty Dolla $ign) [Official Music Video].mp3,pitch
Tap (feat. Meek Mill),NAV,2019,Hip Hop,Hip Hop,0.93428856,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/sSx5BRWvaV4 - NAV - Tap ft. Meek Mill (Official Audio).mp3,noise
Secukupnya,Hindia,2021,EDM,Indie,0.59909683,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/CoFjB64dKb4 - Hindia - Secukupnya (Official Audio).mp3,pitch
Easy On Me,Adele,2022,Pop,Pop,0.9965659,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/X-yIEMduRXk - Adele - Easy On Me (Official Lyric Video).mp3,none
Mob Ties,Drake,2018,Hip Hop,Hip Hop,0.66553247,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/pzAIhjxEemw - Mob Ties.mp3,noise
If I Can't Have You,Shawn Mendes,2019,Pop,Pop,0.93021095,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/QIllrXYlEDA - Shawn Mendes - If I Can't Have You (Official Audio).mp3,none
Trip,Ella Mai,2019,EDM,R&B,0.5462782,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/JfGD75vHWrU - Ella Mai - Trip (Official Audio).mp3,noise
Shape of You,Ed Sheeran,2018,Pop,Pop,0.9787703,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/_dK2tDK9grQ - Ed Sheeran - Shape Of You [Official Lyric Video].mp3,noise
I Like It,Cardi B,2019,Hip Hop,Hip Hop,0.97129,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/U4fErC9skHE - Cardi B, Bad Bunny & J Balvin - I Like It [Official Audio].mp3",pitch
Melukis Senja,Budi Doremi,2021,EDM,Pop,0.7012054,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Q2iRoPXEG80 - Budi Doremi - Melukis Senja (Official Audio).mp3,none
Shut Down,BLACKPINK,2023,Hip Hop,Hip Hop,0.9840719,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/JDRyqUx1X8M - BLACKPINK - ‘Shut Down’ (Official Audio).mp3,none
To the Bone,Pamungkas,2021,Indie,Indie,0.9794191,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/oIYWenB637c - Pamungkas - To The Bone (Official Music Video).mp3,pitch
Fake Love,Drake,2017,EDM,R&B,0.9223302,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/jz_01KVkOBI - Fake Love.mp3,pitch
How to Love (feat. Sofia Reyes),Cash Cash,2016,R&B,EDM,0.33463866,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/peByeoQhjMM - Cash Cash - How To Love ft Sofia Reyes (Official Video).mp3,noise
Permission to Dance,BTS,2021,Pop,Pop,0.84473515,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/CuklIb9d3fI - BTS (방탄소년단) 'Permission to Dance' Official MV.mp3,none
iSpy (feat. Lil Yachty),KYLE,2017,Pop,Hip Hop,0.6545058,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/5XK4v2fgMPU - KYLE - iSpy feat. Lil Yachty [Official Music Video].mp3,noise
Kesempurnaan Cinta,Rizky Febian,2016,Pop,Pop,0.9302718,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/XyHhr2XbaGc - Rizky - Kesempurnaan Cinta (Official Music Video).mp3,pitch
Secukupnya,Hindia,2021,Pop,Indie,0.6651876,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/CoFjB64dKb4 - Hindia - Secukupnya (Official Audio).mp3,noise
Starving (feat. Zedd),Hailee Steinfeld,2017,Pop,EDM,0.6086763,False,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/ScjT8zvT7d0 - Hailee Steinfeld, Grey - Starving ft. Zedd (Lyric Video) ft. Zedd.mp3",noise
Freaky Friday (feat. Chris Brown),Lil Dicky,2018,Pop,Hip Hop,0.7094853,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/u8eN7ll73Do - Lil Dicky - Freaky Friday (feat. Chris Brown) (Official Audio).mp3,pitch
Yes Indeed,Lil Baby,2019,Hip Hop,Hip Hop,0.99054104,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/1_W6QZclahA - The Making Of Lil Baby & Drake's ＂Yes Indeed＂ With Wheezy ｜ Deconstructed.mp3,none
Mob Ties,Drake,2018,Hip Hop,Hip Hop,0.953772,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/pzAIhjxEemw - Mob Ties.mp3,pitch
golden hour,JVKE,2023,Pop,Pop,0.95662844,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/UsR08cY8k0A - JVKE - golden hour (Official Lyric Video).mp3,none
Perfect,Ed Sheeran,2022,Pop,Pop,0.71208864,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/iKzRIweSBLA - Ed Sheeran - Perfect [Official Lyric Video].mp3,noise
Shape of You,Ed Sheeran,2017,Pop,Pop,0.9932082,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/_dK2tDK9grQ - Ed Sheeran - Shape Of You [Official Lyric Video].mp3,none
Menyesal,Yovie Widianto,2023,Pop,Pop,0.8051555,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/eXQwG8zmPDw - Yovie Widianto, Lyodra, Tiara Andini, Ziva Magnolya - Menyesal (Official Music Video).mp3",noise
Closer (feat. Halsey),The Chainsmokers,2016,EDM,EDM,0.9740156,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/5XggbNWy3NA - The Chainsmokers - Closer (feat. Halsey) [Official Audio].mp3,pitch
Mo Bamba,Sheck Wes,2019,Hip Hop,Hip Hop,0.9901868,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/VWoIpDVkOH0 - Sheck Wes - Mo Bamba.mp3,pitch
Old Town Road (feat. Billy Ray Cyrus) [Remix],Lil Nas X,2019,Pop,Country,0.6283469,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/7ysFgElQtjI - Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix].mp3,noise
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019,R&B,R&B,0.92893285,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/SK-Aoa5Ixyk - Kehlani - Nights Like This (Lyrics) ft. Ty Dolla $ign.mp3,none
Dirt on My Boots,Jon Pardi,2017,Rock,Country,0.64799345,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/gCxbgqyC2Wg - Jon Pardi - Dirt On My Boots (Official Lyric Video).mp3,pitch
1-800-273-8255 (feat. Alessia Cara & Khalid),Logic & alessia cara,2017,Pop,Pop,0.70116496,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/cycUHgg0zzU - Logic - 1-800-273-8255 ft. Alessia Cara & Khalid (Official Audio).mp3,none
Girls Like You (feat. Cardi B),Maroon 5,2018,Pop,Pop,0.9681612,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/lceAOQkiq-w - Maroon 5 - Girls Like You ft. Cardi B (Lyric Video).mp3,pitch
Maafkan Aku #terlanjurmencinta,Tiara Andini,2022,Pop,Pop,0.93837583,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/o24tFFUP8vo - Tiara Andini - Maafkan Aku #TerlanjurMencinta (Official Lyric Video).mp3,pitch
Kisah Sempurna,Mahalini,2022,Pop,Pop,0.9684714,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/8dgEh5crj0I - MAHALINI - KISAH SEMPURNA (OFFICIAL MUSIC VIDEO).mp3,none
Beautiful People (feat. Khalid),Ed Sheeran,2019,Pop,Pop,0.81598514,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2020/74yb9E3WY1I - Ed Sheeran - Beautiful People (feat. Khalid) [Official Lyric Video].mp3,pitch
iSpy (feat. Lil Yachty),KYLE,2017,Pop,Hip Hop,0.8570221,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/5XK4v2fgMPU - KYLE - iSpy feat. Lil Yachty [Official Music Video].mp3,pitch
Perfect,Ed Sheeran,2018,Pop,Pop,0.9877699,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/iKzRIweSBLA - Ed Sheeran - Perfect [Official Lyric Video].mp3,pitch
good 4 u,Olivia Rodrigo,2022,Pop,Pop,0.70332295,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/aeDdS9aIpck - good 4 u.mp3,none
Rolex,Ayo & Teo,2017,Hip Hop,Hip Hop,0.9597532,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/rCx4NFNuYgI - Ayo & Teo - Rolex ｜ Prod. BL$$D & BackPack Miller ｜ #rolexchallenge.mp3,noise
Stir Fry,Migos,2018,Hip Hop,Hip Hop,0.9831487,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/0j82Oygrol0 - Migos - Stir Fry (Official Audio).mp3,none
Freaky Friday (feat. Chris Brown),Lil Dicky,2018,Pop,Hip Hop,0.72744584,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/u8eN7ll73Do - Lil Dicky - Freaky Friday (feat. Chris Brown) (Official Audio).mp3,none
I Ain't Worried,OneRepublic,2023,Pop,Pop,0.5257571,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/mNEUkkoUoIA - OneRepublic - I Ain’t Worried (From “Top Gun： Maverick”) [Official Music Video].mp3,pitch
Tutur Batin,Yura Yunita,2022,Pop,Pop,0.39789674,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/BbsePATM2ww - Yura Yunita - Tutur Batin (Official Lyric Video).mp3,pitch
Wake Up in the Sky,Gucci Mane,2019,Hip Hop,Hip Hop,0.98588055,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/bS1Nf0syICc - Gucci Mane, Bruno Mars, Kodak Black - Wake Up In The Sky (Official Audio).mp3",none
Ghost,Justin Bieber,2022,Pop,EDM,0.9096103,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/KRUWn3dLoRg - Justin Bieber - Ghost (Visualizer).mp3,none
"thank u, next",Ariana Grande,2021,Pop,Pop,0.99492395,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2025/5OeR5XBEahU - Ariana Grande - thank u, next (audio).mp3",pitch
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2017,Hip Hop,Hip Hop,0.96881837,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/iDPQQYzWU0Q - Chill Bill.mp3,pitch
drivers license,Olivia Rodrigo,2022,Pop,Pop,0.9909734,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/tNJhkrpLGT8 - drivers license.mp3,pitch
Beautiful Now (feat. Jon Bellion),Zedd,2016,EDM,EDM,0.41030306,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Sl2HeP8RlfU - Zedd - Beautiful Now ft. Jon Bellion (Official Audio).mp3,pitch
Serana,For Revenge,2023,Pop,Rock,0.5909997,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/bGsMkd8qHWI - For Revenge - Serana (Official Lyric Video).mp3,pitch
My Universe,Coldplay,2022,Pop,Pop,0.7256216,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/bZYPI4mYwhw - Coldplay X BTS - My Universe (Official Lyric Video).mp3,noise
On The Ground,ROSÉ,2021,Pop,Pop,0.9473634,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/M2M5Tm64swM - ROSÉ - On The Ground (Audio).mp3,pitch
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,2016,Pop,Pop,0.85905796,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/5GL9JoH4Sws - Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign.mp3,pitch
i hate u. i love u (feat. Olivia O’Brien),gnash,2016,Pop,Pop,0.9933676,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/BiQIc7fG9pA - gnash - i hate u, i love u ft. olivia o'brien (music video).mp3",pitch
Never Recover,Lil Baby,2019,Hip Hop,Hip Hop,0.9666622,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Hsy4UEBSO44 - Lil Baby, Gunna, Drake - Never Recover (Official Audio).mp3",noise
Lovesick Girls,BLACKPINK,2021,Pop,Pop,0.47208592,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/kLoqdvCtl9M - Lovesick Girls.mp3,noise
Broccoli (feat. Lil Yachty),DRAM,2017,Hip Hop,Hip Hop,0.674137,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/K44j-sb1SRY - DRAM - Broccoli feat. Lil Yachty (Official Music Video).mp3,pitch
Better Man,Little Big Town,2017,Pop,Country,0.6971468,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/ph9NQ8ASmX4 - Little Big Town - Better Man (Official Music Video).mp3,pitch
CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's TROLLS),Justin Timberlake,2016,Soul,Pop,0.679613,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/ru0K8uYEZWw - Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video).mp3,noise
Sang Dewi,Lyodra,2022,Pop,Pop,0.98984456,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/c_Tv_VukoB0 - Lyodra, Andi Rianto - Sang Dewi (Official Lyric Video).mp3",pitch
History,One Direction,2016,EDM,Pop,0.9531102,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/AGDlC3VDVCc - One Direction - History (Audio).mp3,pitch
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,2015,Pop,Pop,0.99319845,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/igNVdlXhKcI - Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video].mp3,none
Ransom,Lil Tecca,2019,Hip Hop,Hip Hop,0.8165824,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/XLofd-v_Bas - Lil Tecca - Ransom (Official Audio).mp3,noise
Ransom,Lil Tecca,2019,Hip Hop,Hip Hop,0.9814485,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/XLofd-v_Bas - Lil Tecca - Ransom (Official Audio).mp3,none
You Need To Calm Down,Taylor Swift,2019,R&B,Pop,0.40415838,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/GWtfOHBF1_w - Taylor Swift - You Need To Calm Down (Lyric Video).mp3,pitch
Interaksi,Tulus,2022,Pop,Pop,0.7054776,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2024/GIy9ZbH0sHo - TULUS - Interaksi (Official Lyric Video).mp3,noise
About You,The 1975,2023,Indie,Indie,0.77726156,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/tGv7CUutzqU - The 1975 - About You (Official).mp3,noise
Look Alive (feat. Drake),BlocBoy JB,2018,Hip Hop,Hip Hop,0.9851777,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/kaDPMRMPf_E - Look Alive (feat. Drake).mp3,pitch
Komang,Raim Laode,2023,Pop,Pop,0.80093855,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/vl_3mZx88zw - Komang - Raim Laode (Official Video).mp3,pitch
Sneakin' (feat. 21 Savage),Drake,2017,Hip Hop,Hip Hop,0.9955187,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/WNW1xRqbt94 - Drake - Sneakin' ft. 21 Savage (Official Video).mp3,none
Congratulations (feat. Quavo),Post Malone,2018,Hip Hop,Hip Hop,0.49804294,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/SC4xMk98Pdc - Post Malone - Congratulations (Official Music Video) ft. Quavo.mp3,noise
Favorite Girl,Justin Bieber,2022,R&B,Pop,0.78933656,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/oHeQtFCeGlU - Justin Bieber - Favorite Girl (Lyrics).mp3,pitch
Kill Bill,SZA,2023,Pop,R&B,0.94309443,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/SQnc1QibapQ - SZA - Kill Bill (Official Audio).mp3,noise
Roses (feat. ROZES),The Chainsmokers,2016,Pop,EDM,0.8313437,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/FyASdjZE0R0 - The Chainsmokers - Roses (Official Audio) ft. ROZES.mp3,noise
The Ocean (feat. Shy Martin),Mike Perry,2016,Pop,EDM,0.52198905,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/5JxgDJvqGmM - Mike Perry - The Ocean ft. Shy Martin.mp3,pitch
Here's Your Perfect,Jamie Miller,2022,Pop,Pop,0.66565615,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/77AByXC_02s - Jamie Miller - Here's Your Perfect (Official Lyric Video).mp3,noise
Tally,BLACKPINK,2023,Rock,Rock,0.4561201,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/VQo4hyWfBQ4 - BLACKPINK - ‘Tally’ (Official Audio).mp3,noise
It's You,Sezairi,2022,Soul,Soul,0.8657589,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/1ieSEOX5OEE - Sezairi - It's You (Official Audio).mp3,none
Faded,Alan Walker,2016,Pop,EDM,0.56411475,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/psn_rs_a5O0 - Alan Walker - Faded (Audio).mp3,noise
It's Only Me (Studio Version),Kaleb J,2021,Pop,Pop,0.5214968,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/76ptEG7WxSA - Kaleb J - It's Only Me Official Lyric Video (English Sub CC).mp3,noise
Boo'd Up,Ella Mai,2018,R&B,R&B,0.47871318,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/hCR3UbyQ9jc - Ella Mai - Boo'd Up (Official Audio).mp3,pitch
Ghost,Justin Bieber,2022,Pop,EDM,0.9150812,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/KRUWn3dLoRg - Justin Bieber - Ghost (Visualizer).mp3,pitch
Chained to the Rhythm (feat. Lil Yachty),Katy Perry,2017,Pop,Pop,0.8412268,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Um7pMggPnug - Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley.mp3,noise
Blue Jeans,GANGGA,2022,Indie,Indie,0.95950294,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/UzKdy75GqXQ - GANGGA - Blue Jeans (Official Lyric Video).mp3,pitch
Lucid Dreams,Juice WRLD,2019,Pop,Pop,0.83779186,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/onbC6N-QGPc - Juice WRLD ＂Lucid Dreams (Forget Me)＂ (Official Audio).mp3,none
Bad at Love,Halsey,2018,Hip Hop,Pop,0.41575706,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/YJxASiOziX8 - Halsey - Bad At Love (Audio).mp3,none
Love Lies,Khalid,2018,Hip Hop,Soul,0.7962929,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/izIyhdEHSPo - Khalid & Normani - Love Lies (Official Audio).mp3,noise
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019,Hip Hop,Hip Hop,0.8551936,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/mjaayCARwro - Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Audio].mp3,none
In Case You Didn't Know,Brett Young,2017,Pop,Country,0.77832776,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/7qaHdHpSjX8 - Brett Young - In Case You Didn't Know.mp3,noise
MÍA (feat. Drake),Bad Bunny,2019,Hip Hop,Pop,0.9454619,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/OSUxrSe5GbI - BAD BUNNY x DRAKE - MÍA (Video Oficial).mp3,noise
deja vu,Olivia Rodrigo,2022,Pop,Pop,0.81663793,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/C4hwsb1HPaU - deja vu.mp3,none
BUTTERFLY EFFECT,Travis Scott,2018,Hip Hop,Hip Hop,0.98011637,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/fdlbPYI8M_M - Travis Scott ＂Butterfly Effect＂ (WSHH Exclusive - Official Audio).mp3,none
Hati-Hati di Jalan,Tulus,2023,Pop,Pop,0.9876397,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/_N6vSc_mT6I - TULUS - Hati-Hati di Jalan (Official Lyric Video).mp3,none
Lush Life,Zara Larsson,2016,Hip Hop,Pop,0.40654007,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/MysKegBRtaA - Zara Larsson - Lush Life (Official Audio).mp3,none
Asmalibrasi,Soegi Bornean,2023,Indie,Indie,0.8267035,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/cQGfLDnmWS8 - Soegi Bornean - Asmalibrasi (Official Music Video).mp3,none
Secret Love Song (feat. Jason Derulo),Little Mix,2022,Pop,Pop,0.9860064,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/qgy7vEje5-w - Little Mix - Secret Love Song (Official Video) ft. Jason Derulo.mp3,none
Dunia Tipu-Tipu,Yura Yunita,2023,Pop,Pop,0.52238566,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/PayNUdXpgtk - Yura Yunita - Dunia Tipu-Tipu (Official Lyric Video).mp3,pitch
august,Taylor Swift,2023,Pop,Indie,0.9135532,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/nn_0zPAfyo8 - Taylor Swift – august (Official Lyric Video).mp3,pitch
